originalName	newName
Solanum sarachoides	Solanum sarrachoides
Solanum sisymbrifolium	Solanum sisymbriifolium
Spermacoce hepperana	Spermacoce hepperiana
Spiraea chamaedrifolia	Spiraea chamaedryfolia
Stachys betonica	Stachys betoniciflora
Stigmaphyllon puberulum	Stigmaphyllon puberum
Strophostyles helvola	Strophostyles helvula
Strychnos henningsiis	Strychnos henningsii
Symphyotrichum novae	Symphyotrichum novae-angliae
Symplocos austin	Symplocos austin-smithii
Tabernaemontana sanaho	Tabernaemontana sananho
Tabernaemontana thurstoni	Tabernaemontana thurstonii
Tachigali alba	Tachigali albiflora
Taraxacum undulatiflorum	Taraxacum undulatiforme
Terminalia belirica	Terminalia bellirica
Terminalia bellerica	Terminalia bellirica
Tetrapteris discolor	Tetrapterys discolor
Teucrium pseudo	Teucrium pseudochamaepitys
Thalictrum petaloedeum	Thalictrum petaloideum
Tillandsia durattii	Tillandsia duratii
Tridens flava	Tridens flavus
Trifolium bocconi	Trifolium bocconei
Trifolium ochroleucum	Trifolium ochroleucon
Triglochin palustre	Triglochin palustris
Tristellateia australasica	Tristellateia australasiae
Ulmus thomasi	Ulmus thomasii
Unonopsis perottetii	Unonopsis perrottetii
Vaccinium vitis	Vaccinium vitis-idaea
Verbascum chaixi	Verbascum chaixii
Vernonia arborba	Vernonia arborea
Veronica anagallis	Veronica anagallis-aquatica
Vicia crocca	Vicia cracca
Virola micelii	Virola michelii
Vitex agnus	Vitex agnus-castus
Viticipremna novae	Viticipremna novae-pommeraniae
Vulpia myurus	Vulpia myuros
Wahlenbergia litticola	Wahlenbergia littoricola
Wedelia stirlingi	Wedelia stirlingii
Xylopia benthami	Xylopia benthamii
Zanichellia palustris	Zannichellia palustris
Ziziphus spina	Ziziphus spina-christi
Acacia bancroftii	Acacia bancroftiorum
Acacia celsa	Acacia celastrifolia
Acacia havilandii	Acacia havilandiorum
Aira elegans	Aira elegantissima
Carex meyeni	Carex meyeriana
Chenopodium bonus	Chenopodium bonus-henricus
Chionanthus ramiflora	Chionanthus ramiflorus
Damnacanthus macrophylla	Damnacanthus macrophyllus
Daphniphyllum teysmanni	Daphniphyllum teysmannii
Digitaria sanguinea	Digitaria sanguinalis
Dioscorea opposita	Dioscorea oppositifolia
Eragrostis patenti	Eragrostis patentissima
Euphorbia peplis	Euphorbia peplus
Gahnia sieberi	Gahnia sieberiana
Hydrocotyle novae	Hydrocotyle novae-zelandiae
Licaria cannella	Licaria canella
Lilium aurantum	Lilium auratum
Litsea glauca	Litsea glaucescens
Miconia trinervis	Miconia trinervia
Nectandra nitida	Nectandra nitidula
Osmorhiza berterii	Osmorhiza berteroi
Pouteria adolfi	Pouteria adolfi-friedericii
Ranunculus recens	Ranunculus repens
Rhododendron championae	Rhododendron championiae
Rubus swinhoe	Rubus swinhoei
Scrophularia deserti	Scrophularia desertorum
Senecio chamomillefolius	Senecio chamomillifolius
Solanum lancaeifolium	Solanum lanceifolium
Vernonia cinerea	Vernonia cinerascens
Vernonia patens	Vernonia patentissima
Viola yedoensis	Viola yezoensis
Alocasia macrorrhiza	Alocasia macrorrhizos
Alocasia maerorrhiza	Alocasia macrorrhizos
Aristida novae	Aristida novae-caledoniae
Arundinaria bengalensis	Arundinella bengalensis
Betula austro	Betula austrosichotensis
Calophyllum flavo	Calophyllum flavoramulum
Clidemia purpureo	Clidemia purpurea
Crassula mesembryanthoides	Crassula mesembryanthemoides
Crocosmia  crocosmiiflora	Crocosmia crocosmiiflora
Iris vartani	Iris vartanii
Koilodepas hainanensis	Koilodepas hainanense
Licania hispidula	Licania hispida
Limeum argute	Limeum argutecarinatum
Magnolia gloriens	Magnolia gloriensis
Marmoritis pharicus	Marmoritis pharica
Narcissus medio	Narcissus medioluteus
Neo uvaria	Neo-uvaria foetida
Onobrychis caput	Onobrychis caput-galli
Opuntia echois	Opuntia echios
Pedicularis chroorrhyncha	Pedicularis schizorrhyncha
Piper regnelli	Piper regnellii
Pistacia saportae	Pistacia raportae
Poa figerti	Poa figertii
Qualea mori	Qualea moriboomii
Rhamnus alnus	Rhamnus alnifolia
Schefflera gordonii	Schefflera bordenii
Schoenus patagonica	Schinus patagonica
Taraxacum alpina	Taraxacum alpicola
Taraxacum palustria	Taraxacum palustre
Unonopsis perrotteii	Unonopsis perrottetii
Zygophyllum xanthoxylum	Zygophyllum xanthoxylon
Mimosa uraguensis	Mimosa uruguensis
Abarema adenophorum	Abarema adenophora
Washingtonia longistylis	Osmorhiza aristata
Wulffia baccata	Tilesia baccata
Lupinus versicolor	Lupinus variicolor
Abutilon grandiflorum	Abutilon indicum
Smilax febrifuga	Smilax purhampuy
Smilax glauco-china	Smilax glaucochina
Smilax macrophylla	Smilax guianensis
Smilax prolifera	Smilax perfoliata
Smilax smallii	Smilax maritima
Smilax syphilitica	Smilax siphilitica
Solanum capsicastrum	Solanum pseudocapsicum
Solanum ciliatum	Solanum capsicoides
Solanum diflorum	Solanum pseudocapsicum
Solanum verbascifolium	Solanum donianum
Solidago turfosa	Solidago virgaurea
Solidago sparsiflora	Solidago velutina
Solidago sciaphila	Solidago roanensis
Solidago latifolia	Solidago flexicaulis
Solidago humilis	Solidago uliginosa
Solidago graminifolia	Euthamia graminifolia
Solidago graminea	Petradoria pumila
Solidago gracillima	Solidago stricta
Solidago gillmanii	Solidago simplex
Solidago flaccidifolia	Solidago curtisii
Solidago elliottii	Solidago latissimifolia
Solidago cutleri	Solidago leiocarpa
Solidago aspera	Solidago rugosa
Sorbus rupicoloides	Sorbus rupicola
Sorbus microcarpa	Sorbus americana
Sorbus maderensis	Sorbus medogensis
Eragrostis rigida	Eragrostis sessilispica
Eragrostis rigidior	Eragrostis cylindriflora
Eragrostis robusta	Eragrostis curvula
Eragrostis suaveolens	Eragrostis minor
Eragrostis tenuifolia	Eragrostis patula
Eragrostis yuccifolium	Eragrostis secundiflora
Eragrostis xerocarpa	Eragrostis xerophila
Acinos arvensis	Clinopodium acinos
Avicennia eucalyptifolia	Avicennia marina
Leptocarpus similis	Apodasmia similis
Mesembryanthemum crystillinum 	Mesembryanthemum crystallinum 
Sesuvium eastwoodianum	Sesuvium edmonstonei
Sesuvium erectum	Sesuvium verrucosum
Tetragonia zeyheri 	Tetragonia decumbens
Trianthema decandra	Zaleya decandra
Lophotocarpus calycinus	Sagittaria montevidensis
Aerva persica	Aerva javanica
Aerva tomentosa	Aerva javanica
Alternathera nodifera	Alternanthera nodifera
Philoxerus vermicularis	Blutaparon vermiculare
Hymenocallis keyensis	Hymenocallis latifolia
Eryngium aristulosum	Eryngium aristulatum
Daucus halophilus	Daucus carota
Glehnia leiocarpa	Glehnia littoralis
Hydrocotyle asiatica	Centella asiatica
Carissa grandiflora	Carissa macrocarpa
Pentatropsis spiralis	Blyttia spilaris
Euterpe cuatrecasana	Euterpe oleracea
Licualia spinosa	Licuala spinosa
Manicara saccifera	Manicaria saccifera
Raphia vinifera	Raphnia vinifera
Hyphaene benguellensis	Hyphaene ventricosa
Hyphaene repens	Hyphaene reptans
Arctotheca nivea	Arctotheca populifolia
Artemesia maritima	Artemisia maritima
Aster puniceus	Symphyotrichum puniceum
Aster squamatus	Symphyotrichum squamatum
Grindelia paludosa	Grindelia hirsutula
Hymenoxys parodii	Hymenoxys anthemoides
Inula viscosa	Cupularia viscosa
Leontodon nudicaulis	Leontodon taraxacoides
Melanthera aspera	Melanthera nivea
Minuaria cunninghamii	Minuria cunninghamii
Nardophylum obtusifolium	Nardophyllum obtusifolium
Osteospermum monoliferum	Osteospermum monolifera
Pectis arenaria	Pectis multiflosculosa
Pentzia virgata	Pentzia incana
Pluchea cardinensis	Pluchea carolinensis
Pluchea purpurascens	Pluchea odorata
Senecio filagenoides	Senecio filaginoides
Senecio sublatus	Senecio subulatus
Basella rubra	Basella alba
Boussingaultia gracilis	Anredera cordifolia
Deinacanthon urbanuanum	Deinacanthon urbanianum
Dyckia chaquar	Dyckia floribunda
Amoora cuculata	Aphanamixis cucullata
Cortesia cuneifolia	Ehretia cortesia 
Mertenisa maritima	Mertensia maritima
Messerschmidtia argentea	Tournefortia argentea
Lepidium pardii	Lepidium parodii
Raphanus raphiniastrum	Raphanus raphanistrum
Brexia madagascarensis	Brexia madagascariensis
Cereus corvne	Cereus coryne
Gymnocalcium delaetii	Gymnocalcium schickendantzii
Gymnocalcium ragonese	Gymnocalcium ragonesei
Opuntia paediophila	Tephrocactus aoracanthus
Casuarina distyla	Allocasuarina distyla
Hippocratea ovata	Hippocratea volubilis
Maytenus emerginata	Gymnosporia emarginata
Parinari corymbosa	Ferolia corymbosa
Aellenia subphylla	Aellenia subaphylla
Arthrocnemum capensis	Arthrocnemum indicum
Arthrocnemum arbusculum	Sclerostegia arbuscula
Arthrocnemum halocnemoides	Halosarcia halocnemoides
Arthrocnemum heptiflorum	Sarcocornia blackiana
Arthrocnemum leiostachyum	Arthrocnemum pachystachyum
Atriplex longipes	Atriplex lapponica
Arthrocnemum pillansii	Arthrocnemum indicum
Atriplex watsoni	Atriplex watsonii
Atriplex aminicola	Atriplex amnicola
Atriplex arenaria	Atriplex mucronata
Atriplex breweri	Atriplex lentiformis
Atriplex campanulata	Atriplex eardleyae
Atriplex decumbens	Atriplex pumilio
Atriplex fissivalvus	Atriplex fissivalvis
Atriplex glauca	Atriplex vestita
Atriplex monolifera	Atriplex monilifera
Atriplex montevidiensis	Atriplex montevidensis
Atriplex platensis	Atriplex prostrata
Atriplex salsa	Atriplex salina
Atriplex stewartii	Atriplex acanthocarpa
Avicennia eucalyptifolia	Avicennia marina subsp. eucalyptifolia
Leptocarpus similis	Apodasmia similis
Mesembryanthemum crystillinum 	Mesembryanthemum crystallinum 
Sesuvium eastwoodianum	Sesuvium edmonstonei
Sesuvium erectum	Sesuvium verrucosum
Tetragonia zeyheri 	Tetragonia decumbens
Trianthema decandra	Zaleya decandra
Lophotocarpus calycinus	Sagittaria montevidensis
Aerva persica	Aerva javanica
Aerva tomentosa	Aerva javanica
Alternathera nodifera	Alternanthera nodifera
Philoxerus vermicularis	Blutaparon vermiculare
Hymenocallis keyensis	Hymenocallis latifolia
Eryngium aristulosum	Eryngium aristulatum
Daucus halophilus	Daucus carota
Glehnia leiocarpa	Glehnia littoralis
Hydrocotyle asiatica	Centella asiatica
Carissa grandiflora	Carissa macrocarpa
Pentatropsis spiralis	Blyttia spilaris
Euterpe cuatrecasana	Euterpe oleracea
Licualia spinosa	Licuala spinosa
Manicara saccifera	Manicaria saccifera
Raphia vinifera	Raphnia vinifera
Hyphaene benguellensis	Hyphaene ventricosa
Hyphaene repens	Hyphaene reptans
Arctotheca nivea	Arctotheca populifolia
Artemesia maritima	Artemisia maritima
Aster puniceus	Symphyotrichum puniceum
Aster stelleriana	Madagaster
Aster squamatus	Symphyotrichum squamatum
Grindelia paludosa	Grindelia hirsutula
Hymenoxys parodii	Hymenoxys anthemoides
Inula viscosa	Cupularia viscosa
Leontodon nudicaulis	Leontodon taraxacoides
Melanthera aspera	Melanthera nivea
Minuaria cunninghamii	Minuria cunninghamii
Nardophylum obtusifolium	Nardophyllum obtusifolium
Osteospermum monoliferum	Osteospermum monolifera
Pectis arenaria	Pectis multiflosculosa
Pentzia virgata	Pentzia incana
Pluchea cardinensis	Pluchea carolinensis
Pluchea purpurascens	Pluchea odorata
Senecio filagenoides	Senecio filaginoides
Senecio sublatus	Senecio subulatus
Basella rubra	Basella alba
Boussingaultia gracilis	Anredera cordifolia
Deinacanthon urbanuanum	Deinacanthon urbanianum
Dyckia chaquar	Dyckia floribunda
Amoora cuculata	Aphanamixis cucullata
Cortesia cuneifolia	Ehretia cortesia 
Mertenisa maritima	Mertensia maritima
Messerschmidtia argentea	Tournefortia argentea
Lepidium pardii	Lepidium parodii
Raphanus raphiniastrum	Raphanus raphanistrum
Brexia madagascarensis	Brexia madagascariensis
Cereus corvne	Cereus coryne
Gymnocalcium delaetii	Gymnocalcium schickendantzii
Gymnocalcium ragonese	Gymnocalcium ragonesei
Opuntia paediophila	Tephrocactus aoracanthus
Casuarina distyla	Allocasuarina distyla
Hippocratea ovata	Hippocratea volubilis
Maytenus emerginata	Gymnosporia emarginata
Parinari corymbosa	Ferolia corymbosa
Aellenia subphylla	Aellenia subaphylla
Arthrocnemum capensis	Arthrocnemum indicum
Arthrocnemum arbusculum	Sclerostegia arbuscula
Arthrocnemum halocnemoides	Halosarcia halocnemoides
Arthrocnemum heptiflorum	Sarcocornia blackiana
Arthrocnemum leiostachyum	Arthrocnemum pachystachyum
Atriplex longipes	Atriplex lapponica
Arthrocnemum pillansii	Arthrocnemum indicum
Atriplex watsoni	Atriplex watsonii
Atriplex aminicola	Atriplex amnicola
Atriplex arenaria	Atriplex mucronata
Atriplex breweri	Atriplex lentiformis
Atriplex campanulata	Atriplex eardleyae
Atriplex decumbens	Atriplex pumilio
Atriplex fissivalvus	Atriplex fissivalvis
Atriplex glauca	Atriplex vestita
Atriplex monolifera	Atriplex monilifera
Atriplex montevidiensis	Atriplex montevidensis
Atriplex platensis	Atriplex prostrata
Atriplex salsa	Atriplex salina
Atriplex stewartii	Atriplex acanthocarpa
Atriplex verreauxii	Atriplex patula
Bassia astrocarpa	Neobassia astrocarpa
Bassia ventricosa	Sclerolaena ventricosa
Chenopodium botryodes	Chenopodium chenopodioides
Dysocarpus paradoxus	Dissocarpus paradoxus
Dysphania sphacrosperma	Dysphania sphaerosperma
Girgensohnia oppositifolia	Girgensohnia oppositiflora
Halogeton glomerata	Halogeton glomeratus
Halostachys belangerana	Halostachys caspica
Haloxylon aphyllym	Haloxylon ammodendron
Haloxylon recurvum	Haloxylon stocksii
Hammada salicornica	Haloxylon salicornicum
Horaninowia minor	Horaninovia minor
Kochia iranica	Kochia stellaris
Micronemum coralloides	Microcnemum coralloides
Petrosimonia crassifolia	Petrosimonia oppositifolia
Rhagodia baccata	Chenopodium murale
Salicornia brachiata	Arthrocnemum indicum
Salicornia guadichudiana	Sarcocornia fruticosa
Salicornia pachystachya	Arthrocnemum pachystachyum
Salicornia peruviana	Sarcocornia fruticosa
Salicornia procumbens	Salicornia stricta
Salsola tetandra	Salsola tetrandra
Sarcocornia natalensis	Arthrocnemum indicum
Suaeda minutifolia	Dondia minutifolia
Suaeda moquinii	Suaeda nigra
Suaeda nigrescens	Suaeda nigra
Suaeda nodiflora	Suaeda maritima
Suaeda suffrutescens	Suaeda nigra
Suaeda torreyana	Suaeda nigra
Theleophyton billardieri	Atriplex billardierei
Arthrophytum leptocladum	Hammada leptoclada
Anabasis ramosissima	Anabasis salsa
Petrosimonia litwinowi	Petrosimonia litwinowii
Halochoris lachnantha	Halocharis lachnantha
Petrosimonia siberica	Petrosimonia sibirica
Roycea pcnophylloides	Roycea pycnophylloides
Arthrocnemum fruticosum	Sarcocornia fruticosa
Atriplex triangularis	Atriplex prostrata
Salsola longistylosa	Climacoptera longistylosa
Tovomita rhizophoriodes	Tovomita weddeliana
Lumnitzera rosea	Lumnitzera racemosa
Convolvulus sepium	Calystegia sepium
Convolvulus soldanella	Calystegia soldanella
Cressa depressa	Cressa truxillensis
Ipomoea brasiliensis	Ipomoea pres-caprae
Ipomoea pescaprae	Ipomoea pres-caprae
Ipomoea stolonifera	Ipomoea imperati
Ipomoea verticillata	Jacquemontia verticillata
Capparis cynophyallophora	Capparis flexuosa
Sagina crassicaulis	Sagina maxima
Sagina occidentalis	Sagina decumbens
Spergularia marginata	Spergularia maritima
Caesalpinia bonduc	Guilandina bonduc
Cassia acanthoclada	Senna acanthoclada
Inocarpus edulis	Inocarpus fagifer
Intsia retusa	Intsia bijuga
Cumingla philippinensis	Camptostemon philippinense
Pithecellobium umbrellatum	Feuileea umbellata
Vaseyanthus brandegei	Vaseyanthus brandegeei
Syringodium filiformis	Syringodium filiforme
Bolboschoenus affinis	Bolboschoenus popovii
Bolboschoenus compactus	Bolboschoenus maritimus
Carex marcida	Carex praegracillis
Carex sordia	Carex sordida
Eleocharis halophila	Eleocharis uniglumis
Fimbristylis castanea	Fimbristylis spadicea
Fimbristylis longiculmis	Fimbristylis bivalvis
Fimbristylis obtusifolia	Fimbristylis cymosa
Fimbristylis triflora	Abildgaardia triflora
Scirpus acutus	Schoenoplectus acutus
Scirpus americanus	Scirpus polyphyllus
Scirpus californicus	Schoenoplectus californicus
Scirpus cernuus	Isolpeis cernua
Scirpus dioecus	Scirpoides dioecus
Scirpus holoschoenus	Scirpoides holoschoenus
Scirpus koilolepis	Isolepis carinata
Scirpus maritimus	Bolboschoenus maritimus
Scirpus olneyi	Schoenoplectus americanus
Scirpus paludosus	Bolboschoenus maritimus
Scirpus robustus	Bolboschoenus robustus
Blysmum rufus	Blysmopsis rufa
Scirpus tabernaemontani	Schoenoplectus tabernaemontani
Ephedra ocreata	Ephedra ochreata
Chamaesyce buxifolium	Euphorbia mesembryanthemifolia
Chamaesyce mesembryanthemifiolia	Euphorbia mesembryanthemifiolia
Colliguaya intergerrima	Colliguaja intergerrima
Drypetes karapinensis	Drypetes indica
Euphorbia terracina	Esula terracina
Exocoecaria dallachyana	Excoecaria dallachyana
Exocoecaria indica	Shirakiopsis indica
Glochidion littorale	Glochidion zeylanicum
Sapium indicum	Shirakiopsis indica
Frankenia peruviana	Frankenia chilensis
Centaurum spicatum	Centaurum spicata
Eustoma exaltum	Eustoma exaltatum
Scaevola crassifolia	Scaevola cerasifolia
Scaevola thunbergii	Scaevola plumieri
Halophila engelmanii	Halophila engelmannii
Hydrilla verticilata	Hydrilla verticillata
Triglochin concinnum	Triglochin maritima
Triglochin straada	Triglochin striata
Juncus arabicus	Juncus rigidus
Asparagus stipularis	Asparagus aphyllus
Lomatophyllum aldabrense	Aloe aldabrensis
Urginea maritima	Charybdis maritima
Acacia rostellifera	Racosperma rostelliferum
Sida leprosa	Malvella leprosa
Sida hederacea	Malvella leprosa
Sida parviflora	Anoda crenatiflora
Spheralcea bonariensis	Sphaeralcea bonariensis
Myrsine umbelullata	Rapanea umbelullata
Eucalyptus halofila	Eucalyptus halophila
Melaleuca cymbifolia	Melaleuca halmaturorum
Melaleuca ericifolia	Cajuputi ericifolia
Melaleuca laterifolia	Myrtoleucodendron lateriflorum
Eremophila serratum	Erophila verna
Eremophila subfloccoosa	Eremophila subfloccosa
Ardisia ellipita	Ardisia ellipitica
Pisonia alba	Pisonia umbellifera
Nuphar advena	Nuphar lutea
Podocarpus polystachyos	Margbensonia polystachya
Stegnosperma halimifolia	Stegnosperma halimifolium
Limonium bourgeaeii	Limonium bourgeaei
Limonium dichotum	Limonium dichotomum
Limonium diffusum	Myriolepis diffusa
Limonium duriusculum	Ochyraea duriuscula
Limonium echiodes	Limonium echioides
Limonium ferulacium	Myriolepis ferulacea
Limonium meyerii	Limonium meyeri
Limonium psilocladon	Limonium ramosissimum
Polygonum blumei	Polygonum longisetum
Polygonum monspeliensis	Polygonum aviculare
Polygonum striatum	Polygonum aviculare
Rumex pesicarioides	Rumex persicarioides
Polygonum aphyllum	Polygonum aviculare
Pandanus pedunculatus	Pandanus pectorius
Agropyrum pycananthum	Thinopyrum pycananthum
Argopyrum pungens	Thinopyrum pungens
Crypsis niliacea	Crypsis vaginiflora
Dactyloctenium etenoides	Dactyloctenium ctenoides
Dactyloctenium sindicum	Dactyloctenium scindicum
Digitaria maroglossa	Digitaria macroglossa
Diplachne fusca	Leptochloa fusca
Ehrharta galycina	Ehrharta calycina
Eleusine compressa	Ochthochloa compressa
Elymus arenarius	Leymus arenarius
Elymus sabulosus	Leymus racemosus
Eragrostis obtusifolia	Eragrostis obtusiflora
Festuca maritima	Puccinellia maritima
Glyceria distans	Puccinellia distans
Hordeum glaucum	Hordeum murinum
Leptochloa uninervia	Leptochloa fusca
Lepturus filiformis	Parapholis filiformis
Lepturus incurvatus	Parapholis incurvata
Lygeum sparteum	Lygeum spartum
Monerma cylindrica	Hainardia cylindrica
Odyssea jaegeri	Psilolemma jaegeri
Pholiurus incurvus	Parapholis incurvata
Puccinellia grandis	Puccinellia nutcaensis
Reederchloa eludens	Distichlis eludens
Spartina brasiliensis	Spartina alterniflora
Spartina montevidiensis	Spartina densiflora
